REFERENCE	 DEGRADED	 PESQMOS	 MOSLQO	 SAMPLE_FREQ	 MODE
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.158	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.191	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.208	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.230	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.233	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.254	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.259	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.280	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.318	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.311	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.282	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.314	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.323	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.323	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.379	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.384	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.380	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.398	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.407	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.403	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.414	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.418	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.418	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.417	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.420	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.433	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.439	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.460	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.476	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.476	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.467	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.470	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.476	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.470	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.490	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.495	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.500	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.493	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.498	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.508	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.519	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.510	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.522	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.516	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.523	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.524	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.530	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.523	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.526	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.529	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.532	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.535	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.537	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.542	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.540	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.534	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.540	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.541	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.546	 16000	wb
wavFiles_pad/4.wav	 tempDegrCBR.wav	 -1.000	 4.547	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 2.618	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 2.856	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 2.937	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 3.175	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 3.307	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 3.343	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 3.362	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 3.431	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 3.463	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 3.527	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 3.511	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 3.655	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 3.604	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 3.656	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 3.743	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 3.778	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 3.800	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 3.825	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 3.819	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 3.881	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 3.950	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 3.958	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 3.960	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 3.931	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.012	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.016	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.103	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.097	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.151	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.128	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.204	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.163	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.226	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.217	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.266	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.252	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.241	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.265	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.270	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.284	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.337	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.304	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.307	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.339	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.350	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.313	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.354	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.338	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.374	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.319	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.356	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.363	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.341	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.340	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.359	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.352	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.364	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.318	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.329	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.342	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.370	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.373	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.395	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.387	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.386	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.385	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.396	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.390	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.409	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.417	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.440	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.443	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.442	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.435	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.439	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.436	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.467	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.454	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.451	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.445	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.443	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.438	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.427	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.434	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.448	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.448	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.467	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.468	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.460	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.481	 16000	wb
wavFiles_pad/5.wav	 tempDegrCBR.wav	 -1.000	 4.461	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 2.035	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 2.257	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 2.501	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 2.688	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 2.785	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 2.915	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 2.878	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 2.975	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 3.106	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 3.183	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 3.331	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 3.343	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 3.433	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 3.467	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 3.582	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 3.626	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 3.646	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 3.701	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 3.710	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 3.739	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 3.824	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 3.818	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 3.890	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 3.880	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 3.947	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 3.976	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 3.974	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.059	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.036	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.059	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.061	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.087	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.111	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.116	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.145	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.151	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.151	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.180	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.150	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.187	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.171	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.199	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.193	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.228	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.207	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.225	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.244	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.239	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.249	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.208	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.200	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.226	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.228	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.222	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.245	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.236	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.247	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.257	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.253	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.250	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.276	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.273	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.280	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.277	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.273	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.265	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.279	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.283	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.258	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.274	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.279	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.289	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.291	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.285	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.295	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.287	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.289	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.285	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.282	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.297	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.316	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.319	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.308	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.316	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.318	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.315	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.317	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.320	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.318	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.322	 16000	wb
wavFiles_pad/6.wav	 tempDegrCBR.wav	 -1.000	 4.326	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 2.944	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 2.997	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 3.217	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 3.214	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 3.381	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 3.431	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 3.650	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 3.753	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 3.616	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 3.724	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 3.735	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 3.841	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 3.850	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 3.909	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 3.877	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 3.983	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.022	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.051	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 3.999	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.034	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.051	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.080	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.085	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.159	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.184	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.194	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.225	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.240	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.225	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.276	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.265	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.281	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.250	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.244	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.262	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.285	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.301	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.305	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.311	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.310	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.303	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.314	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.332	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.344	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.364	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.353	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.379	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.383	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.393	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.374	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.371	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.384	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.380	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.386	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.389	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.387	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.391	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.389	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.398	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.402	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.414	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.416	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.428	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.425	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.419	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.423	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.427	 16000	wb
wavFiles_pad/7.wav	 tempDegrCBR.wav	 -1.000	 4.422	 16000	wb
